ï»¿"Symbol  ","Series  ","Date  ","Prev Close  ","Open Price  ","High Price  ","Low Price  ","Last Price  ","Close Price  ","Average Price ","Total Traded Quantity  ","Turnover â¹  ","No. of Trades  "
"LT","EQ","05-Jul-2024","3,573.30","3,573.30","3,638.00","3,568.00","3,621.00","3,627.15","3,620.27","16,35,209","5,91,99,05,675.00","1,29,124"
